section,sent.no,filename,sentences,neutral,generalization,exemplification,attribution,conditional,ID
b,255,nlh.47.4.643670_nonotes.txt,"In its passage from sentimental relic to anatomical specimen, Sterne’s body in this anecdote uncannily prefigures the fate of his works in Russia, where he experienced two distinct moments of canonicity.",0,1,1,0,0,325
b,267,modernismmodernity.2016.23.3.555_nonotes.txt,"It means an intellectual history, a commitment to reason or philosophy, which, even as it replaces religion, repeats religion's refusal to reduce homo to humus.",0,1,0,0,0,326
b,240,ci.42.2.683453_nonotes.txt,The first section explicates the haiku through the lens of close reading; the second reads it as sociohistorical object; and the third interprets it through a machine-learning framework.,1,0,0,0,0,327
b,198,ahr.2016.121.1.70_nonotes.txt,"In an amendment of the project a few years later, Sörgel expanded the already far-reaching plans to include the environmental and climatic transformation of the entire African continent.",1,0,0,0,0,328
e,204,nlh.47.2.631300_nonotes.txt,"Passion is not this kind of calculation; it is being transported, transformed, or taken, and despite all these passive turns of phrase, it is anything but passive.",0,1,0,0,0,329
b,243,asr.2016.81.4.771_nonotes.txt,"However, the impact of development projects funded in part or full by collective remittances on democratic governance in origin countries receives much less attention.",1,0,0,0,0,330
b,270,asr.2016.81.5.981_nonotes.txt,"Based on these key differences, alternative theories of immigrant integration, including segmented assimilation theory, predict less positive trajectories for many of today’s Latino, Asian, and black immigrants and their children.",0,1,0,0,0,331
b,192,sr.55.4.04_nonotes.txt,His tone as he recounts their meeting is of concern mixed with a certain deadpan amusement: There was the awkwardness of a moment in endeavouring to make me understand that she was the visitor to whom I had given the assignation.,1,0,0,0,0,332
e,204,nlh.47.2.631300_nonotes.txt,There is clearly a dimension of obligation in taste.,0,1,0,0,0,333
b,300,nlh.47.1.626114_nonotes.txt,"It is a relation between the human present and the human past, not a relation between the human and the nonhuman.",0,1,0,0,0,334
b,291,ci.43.1.677294_nonotes.txt,"Following the logic of the two opposite paths that circle and strangle Spinoza within the bounds of either strict or loose immanence, I shall explain how Spinoza’s hermeneutics escapes these bounds by determining the symbolic and, consequently, also situating the sacred as an irreducible dimension of divine necessity.",0,1,1,0,0,335
b,210,ci.43.1.688306_nonotes.txt,"The music pouring out of the Spa Adam in Hanoi, then, should have been a dead giveaway.",1,0,0,0,0,336
e,231,ahr.2016.121.3.755_nonotes.txt,The atrocities of the Cambodian “killing fields” constituted distinct historical events and generated their own ghastly repercussions.,1,0,0,0,0,337
b,300,asr.2016.81.1.29_nonotes.txt,The MWP can be measured as the vertical difference between the solid and the dashed lines.,1,0,0,0,0,338
b,177,ahr.2016.121.4.1196_nonotes.txt,"From their earliest deployment by abolitionists in the late eighteenth century, to the community action against Charles Boycott in Ireland in YEAR from which they derive their name, to their use in the U.S. civil rights movement, to the international campaign against Nike sweatshops, boycotts have become a key nonviolent means of fighting economic, political, and social injustices through the marketplace.",0,1,0,0,0,339
b,210,ci.43.1.688306_nonotes.txt,"Why is it the case that sentimental love songs are not in fact all that unusual by way of background music in such establishments, nor atypical of gay saunas in Europe, Asia, or even the West Coast of the United States?",0,1,0,0,0,340
e,324,asr.2016.81.2.396_nonotes.txt,"Stigmatization processes are central in this theory, because the study focused on damaged stakeholder trust.",1,0,0,0,0,341
b,186,pmla.2016.131.3.652_nonotes.txt,"IN THE LAST TALE OF RED HUNTERS AND THE ANIMAL PEOPLE (YEAR)— the earliest published collection of tales from Dakota oral tradition, by Charles Alexander Eastman, an Isanti (Santee Dakota or ""Sioux"") author and physician—a trio of young men go to visit their brother-in-law, Sheyaka, who is ""a renowned hunter [among] the Sioux.""",1,0,0,0,0,342
e,207,ahr.2016.121.2.437_nonotes.txt,"The global mode of narration offers challenges for microhistorians, too.",1,0,0,0,0,343
b,192,sn.48.2.01_nonotes.txt,"For instance, in Narcissistic Narrative: The Metafictional Paradox(YEAR), Linda Hutcheon draws upon semantic and pragmatic theories of fictionality to argue that metafiction challenges prevailing concepts of realism that tend to cancel out the linguistic importance of the signified by assuming a sign has a real, rather than fictive, referent.",0,1,0,1,0,344
e,285,sr.55.3.03_nonotes.txt,"Sometimes growing, occasionally shrinking, the private library contained books that were constantly coming and going, being exchanged and annotated, plastered with bookplates, inscribed, interleaved, illustrated, bound and rebound, repaired, catalogued, placed on a shelf, moved to another, and so forth.",1,0,0,0,0,345
b,213,modernismmodernity.2016.23.3.611_nonotes.txt,"Yet, as the countdown commenced, in place of the much-anticipated sublimity of scientific triumph, viewers were instead witness to a kind of televisual failure or electronic gag.",1,0,0,0,0,346
b,219,nlh.47.2.631304_nonotes.txt,"After all, the problem of climate change arises out of our need to consume more energy than before, and the excess greenhouse gases in the atmosphere could easily be looked upon as the resultant “waste” that cannot be properly recycled.",0,1,0,0,0,347
e,213,ci.42.4.686950_nonotes.txt,"His critics attack these claims on a number of fronts; perhaps the most compelling is the objection that once robot warriors are available, they would likely be used more widely and indiscriminately than would human warriors.",1,0,0,0,0,348
b,219,nlh.47.2.631297_nonotes.txt,"The humanities faculty, or the arts faculty, is made up of a disparate set of disciplines.",1,0,0,0,0,349
e,216,ci.42.3.685604_nonotes.txt,"True, a set of framing conventions clearly govern Galton’s portraits—and as I showed through my discussion he was not shy of making this as explicit as possible—but such conventions were seen as participating in the pursuit of a higher aim: the attainment of “real generalizations.”",1,0,0,0,0,350
e,270,asr.2016.81.5.981_nonotes.txt,"Furthermore, respondents may have answered the similarity question based on their understanding that U.S. society places paramount importance on race, even if they themselves do not.",1,0,0,0,0,351
b,186,pmla.2016.131.3.652_nonotes.txt,"This summing up by the ""old storyteller"" effectively forecloses the prior debates about animal language and intentionality, declaring instead that not only are animals exemplary peoples but also that their people-hood, as with that of human beings, inheres in maintaining kinship norms of intergenerational respect and obedience.",0,1,0,1,0,352
e,246,asr.2016.81.3.575_nonotes.txt,States with redistributive social policy regimes are also less likely to institutionalize children in foster care than are states with modest welfare policies.,0,1,0,0,0,353
b,300,asr.2016.81.1.29_nonotes.txt,The specialization theory argues that marriage leads men to specialize in more productivity-enhancing activities and women to specialize in domestic responsibilities.,1,0,0,0,0,354
b,306,asr.2016.81.1.190_nonotes.txt,Existing common knowledge about the association between internal wars and state failure is thus worth reconsidering.,1,0,0,0,0,355
e,219,sr.55.2.01_nonotes.txt,"Whether or not Robinson's drama contributed positively to the shaping of her public image-her attainment of a new kind of Somebodiness, one associated less with moral culpability and more with literary capability-we may never know.",1,0,0,0,0,356
b,285,asr.2016.81.6.1132_nonotes.txt,"Ideas of femininity, in particular, conflict with the ideal worker prototype, as feminine individuals are assumed to put their family first instead of their careers, and they face penalties for prioritizing work over their familial responsibilities.",0,1,0,0,0,357
e,270,sn.48.2.02_nonotes.txt,To write honestly and responsibly about a matter as delicate and important as clerical reform requires the novelist to wade into irresolvable ambiguity.,0,1,0,0,0,358
e,186,pmla.2016.131.3.652_nonotes.txt,"Eastman's rhetorical purposes in the Little Boy Man story become evident—to educate, certainly, but also to shame and thereby draw back into proper ethical relation those who broke their promise to act as a good relative should, with generosity and sharing.",1,0,0,0,0,359
b,246,sn.48.4.04_nonotes.txt,"Among them, Ibrahim Yunesi (YEAR–YEAR) and Mohamad Ghazi (YEAR–YEAR), of Kurdish origin, contributed particularly significantly to the development of the Persian language and literature by translating and introducing to it some of the world’s greatest novels.",1,0,0,0,0,360
b,180,nlh.47.4.643669_nonotes.txt,"Poems of fourteen lines written in iambic pentameter and following a particular rhyme scheme can be identified as sonnets; texts that have a particular kind of form—usually “organic” or “dynamic”—can be classed as “literature,” and so on.",1,0,0,0,0,361
b,261,ci.42.4.686949_nonotes.txt,"The factory bell, which tolled for start and stop times that managers alone controlled, was both the symbol and the instrument of the discipline the weavers faced.",1,0,0,0,0,362
e,141,modernismmodernity.2016.23.3.651_nonotes.txt,"Even the most durable traces left on the face of the earth by our collective living, ""dwellings it pleased us to think of as indestructible,"" are exposed as impermanent dross: Of these cities there will remain only what passed through them, the wind.",0,1,0,0,0,363
b,255,sr.55.1.05_nonotes.txt,"The Case for an Electric Frankenstein A major reason that the question of animation has so overwhelmingly been explained by electricity, in one form or another, is that it would be so fitting if it were true.",1,0,0,0,0,364
b,222,nlh.47.2.631303_nonotes.txt,"We may speak of a sonnet’s being composed according to the laws of sonnet-making, but those laws are conventional—a motivated artifact of human practice.",1,0,0,0,0,365
e,246,pmla.2016.131.2.307_nonotes.txt,"Identifying with the book, he forgoes explicit claims to humanity but becomes interconnected with the world around him.",1,0,0,0,0,366
b,321,asr.2016.81.4.800_nonotes.txt,"Additionally, I look at the composition of individual organizations instead of types of organizations.",1,0,0,0,0,367
b,210,sr.55.1.03_nonotes.txt,"The ramifications of this representation force the reader to consider what it might mean to be a hero, even a failed one, at ""the birth of modernity.""",0,1,0,0,0,368
e,159,ci.42.4.686959_nonotes.txt,"However, given the tendency of release from work to become lack of work or unwork, such joys are inextricable from agonies various and sundry.",0,1,0,0,0,369
e,189,nlh.47.4.643673_nonotes.txt,"“What will have happened” I want, finally, to return briefly to the specific issue of the representation of temporality in narrative, drawing on the alternative model of narrative temporality recently proposed by Currie.",1,0,0,0,0,370
b,306,asr.2016.81.1.190_nonotes.txt,Internal wars change the incentives of both rulers and elites.,0,1,0,0,0,371
e,210,ci.42.2.684355_nonotes.txt,"Whereas the public privileges foam formations in which people are kept together by what sets them apart, the common privileges the atmospheric condition of rhythmical (respiratory) continuity.",0,1,0,0,0,372
b,177,ahr.2016.121.4.1196_nonotes.txt,It generated a debate about marketing and consumerism in the “underdeveloped” South and debates about the ethical responsibilities that businesses such as Nestlé had toward their consumers.,1,0,0,0,0,373
b,240,ci.42.2.683453_nonotes.txt,"Taken together, they produce a more comprehensive picture of the English haiku as a social or cultural milieu—part of a broader Orientalist style that circulated in the early twentieth century.",0,1,1,0,0,374
b,246,asr.2016.81.3.575_nonotes.txt,"Within states, child protection investigation and intervention can be either fully administered at the state-level or decentralized to county agencies.",1,0,0,0,0,375
e,249,asr.2016.81.6.1276_nonotes.txt,"Thus, both inherited, or durable, inequality and constructed inequality play important roles in generating racial differences in neighborhood attainment over the life course.",0,1,0,0,0,376
b,261,pmla.2016.131.3.622_nonotes.txt,"Narayan and his fellow writers chose to make the master's tongue the medium of their art, bringing to it the peculiarity of their own languages and habits of thought.",1,0,0,0,0,377
b,189,ci.42.2.684354_nonotes.txt,"Interest in Kierkegaard’s work picked up considerably in the late nineteenth century, at the same time that Hammershøi settled on the domestic interior—a leitmotif of the philosopher’s oeuvre—as the primary subject of his art.",0,1,0,0,0,378
e,225,sn.48.2.05_nonotes.txt,"The revolution Bambara outlines is a way of demanding answers without foreclosing questions, speaking into history without confirming its frames of reference, and, finally, lodging grievance that recognizes its insufficiency to ease unending grief.",1,0,0,0,0,379
b,246,nlh.47.1.626111_nonotes.txt,"So, by contrast with Scoresby’s eventful narratives of Arctic adventure and depictions of whaling life, which can be readily interpreted as conveying and sustaining ideologies of nationality or gender, a table of weather data gestures toward an extracultural beyond.",0,1,0,0,0,380
b,300,asr.2016.81.1.29_nonotes.txt,"A positive MWP indicates a positive wage effect of marriage, and a negative MWP, sometimes also called the “marriage wage penalty,” indicates a negative wage effect of marriage.",1,0,0,0,0,381
b,147,modernismmodernity.2016.23.3.515_nonotes.txt,"As Mark McGurl points out in his responses to Dimock, to stretch literature across spans larger than Braudelian durations is really to foreground the failure of human institutions.",0,1,0,1,0,382
b,279,asr.2016.81.4.696_nonotes.txt,"By contrast, Cooke (YEAR) finds that, in the United States, a larger share of housework done by the husband is associated with increases in marital stability for all but the most nontraditional divisions of unpaid labor.",0,1,0,0,0,383
e,249,sn.48.4.03_nonotes.txt,"Unable to travel, Eastern and Central Europeans learned the languages without ever leaving their home because they promised a space of freedom from communism (see e.g.",1,0,0,0,0,384
e,180,modernismmodernity.2016.23.3.631_nonotes.txt,"In good naturalist fashion, McTeague makes the earth in ""unearthly"" a little bit too literal.",1,0,0,0,0,385
e,213,modernismmodernity.2016.23.1.177_nonotes.txt,The contrast with Investigations is again stark.,1,0,0,0,0,386
e,270,ahr.2016.121.4.1085_nonotes.txt,"In the village system, “freedom” was acquiescence to “civilization.”",0,1,0,0,0,387
b,255,sr.55.1.05_nonotes.txt,"His assistant then happened to touch the exposed sciatic nerve of the creature, running from the lower back to the lower limbs, with a scalpel that had accumulated an electric charge, and its leg made a spasmodic little kick.",1,0,0,0,0,388
b,288,asr.2016.81.5.1039_nonotes.txt,"By contrast, service sector growth has followed the reduction in manufacturing jobs and the decline in unionization—economic changes that were more costly for black men than for black women.",1,0,0,0,0,389
b,231,asr.2016.81.4.749_nonotes.txt,"This is not to say that ecological analyses of the influence of income inequality are of no value, but rather that they must be supplemented with studies that examine outcomes on an individual level.",1,0,0,0,0,390
e,189,ci.42.2.684354_nonotes.txt,"Hammershøi’s interiors are far less loquacious, and they do not span the extremes of Kierkegaard’s positions; indeed, it is this very concentration of purpose, along with his persistent repetition of motifs, that gives his painting a kind of philosophical rigor.",1,0,0,0,0,391
b,273,asr.2016.81.3.467_nonotes.txt,"In closed employment relationships prior to the onset of restructuring, seniority was a key determinant of wage growth.",0,1,0,0,0,392
e,234,pmla.2016.131.3.603_nonotes.txt,"Some drafts have a provisional quatrain-making first line: ""Draw rain / rein; draw breath.""",1,0,0,0,0,393
e,195,sr.55.1.04_nonotes.txt,"Instead, Galt's most ambitious theoretical history refuses to produce any answers.",0,1,0,0,0,394
b,288,asr.2016.81.6.1097_nonotes.txt,"Because previous theorizing and research suggest that effects of social class on inequality might depend on gender, we experimentally manipulate each job applicant’s apparent social class background and gender.",1,0,0,0,0,395
b,201,ahr.2016.121.3.824_nonotes.txt," Photographers, too, flocked to the scene, and in the aftermath of that August week, the circulation of pictures of the events would help communicate some of the excitement felt by de Beauvoir and thousands like her to those who had missed it.",0,1,0,0,0,396
b,219,nlh.47.2.631304_nonotes.txt,"Some others—on the left—would agree that a turn to renewables is in order, but argue that because it is capitalism’s constant urge to “accumulate” that has precipitated the climate crisis, the crisis itself provides yet another opportunity to renew and reinvigorate Marx’s critique of capital.",0,1,0,1,0,397
b,207,ci.42.2.684358_nonotes.txt,"For Hume, all worlds as such are virtual, which is to say that they are always already worlding, waiting for the observer to endorse their status as not real precisely by taking them as if they were.",0,1,0,1,0,398
b,291,ci.43.1.677294_nonotes.txt,Do they do justice to the major issue of the origin of the sacred as developed in the Theological-Political Treatise?,1,0,0,0,0,399
b,171,sr.55.2.05_nonotes.txt,For his poetry could only find its proper reception with a future audience if it survived to reach that audience.,0,1,0,0,0,400
e,357,pmla.2016.131.1.20_nonotes.txt,He knew that Umuofia would not go to war.,1,0,0,0,0,401
e,210,sr.55.1.03_nonotes.txt,"Perhaps most importantly-as Hegel's repeated engagement with the play implicitly demonstrates-Wallenstein's monologue in Act One of Wallensteins Tod reminds us of literature's power to influence the very epochal, historical concepts developed throughout the humanities, philosophy, and history, upon which much of our cultural self-understanding turns.",0,1,1,0,0,402
b,213,sn.48.3.02_nonotes.txt,"The audience watched the conjuror as he made two cards selected by the audience and replaced in the pack leap forth at his command; another card was selected, named by the conjuror, set on fire, and then reproduced from the ashes; another audience member’s card was locked in a box and then materialized in the middle of a freshly cut loaf of bread.",1,0,0,0,0,403
b,213,ci.42.4.686950_nonotes.txt,"Their emergence represents the exteriorization of cognitive abilities, once resident only in biological organisms, into the world, where they are rapidly transforming the ways in which human cultures interact with broader planetary ecologies.",0,1,0,0,0,404
e,273,asr.2016.81.1.134_nonotes.txt,Another important question raised by both stress process and job strain models is whether this type of workplace intervention benefits particular sets of workers more than others.,1,0,0,0,0,405
e,306,asr.2016.81.1.190_nonotes.txt,"One hypothesis is that as long as a segment of the elite (defined on the basis of race, religion, or ethnicity) develops a sense of solidarity with the state, we can expect that segment to be willing to pay taxes to strengthen the state, as the Southeast Asian cases confirm.",1,0,0,0,0,406
b,276,asr.2016.81.6.1190_nonotes.txt,These tradeoffs are considered explicitly in the arguments we will develop.,1,0,0,0,0,407
b,321,asr.2016.81.6.1223_nonotes.txt,Understanding the intra-individual forces generating cultural schema-consistency bias is particularly crucial given recent research in cultural sociology.,1,0,0,0,0,408
e,210,ci.42.2.684355_nonotes.txt,"This is why, on the other hand, I have stressed that we also need to tackle the question of how to avoid allowing the joy of the encounter to end up producing full integration or totalization of participants.",1,0,0,0,0,409
b,216,sr.55.4.05_nonotes.txt,"While external elements have their influence, so can humans ""alter the world so as to aid and augment cognitive processes.""",0,1,0,1,0,410
b,132,modernismmodernity.2016.23.4.855_nonotes.txt,"Bringing Celticism into the poem, the word ""druid,"" from a Latin word of Celtic origin for wizard, has an associative relation to the ""queer sardonic rat.""",1,0,0,0,0,411
e,174,ahr.2016.121.2.403_nonotes.txt,"As sugar production intensified with colonial plantations, specialized technology developed—vertical three-roller mills and trains of evaporative vats—and the sugar mill became a synecdoche of the most highly integrated and expansive industry in the early modern world.",0,1,1,0,0,412
b,225,sn.48.2.05_nonotes.txt,"Such a crisis, as Shoshana Felman theorizes, develops from the failure of the acts of recognition that writers of literary testimony begin to reestablish.",0,1,0,1,0,413
e,285,asr.2016.81.6.1132_nonotes.txt,"That is, observers may have information about a single dimension and then infer other dimensions based on the limited information available.",1,0,0,0,0,414
e,114,sr.55.3.01_nonotes.txt,If we read Whitman as if he were the kind of American Romantic that Bryant and Longfellow and Sigourney and Harper and Horton and Halleck and Oakes Smith and Dunbar were-and this is the way we really should read him-then American Romanticism becomes neither an empty signifier nor a period norm but an ongoing conversation that made Whitman and his poems possible in the first place and that could continue to make new kinds of reading and response possible as well.,0,1,0,0,0,415
e,174,ahr.2016.121.2.403_nonotes.txt,"Meanwhile, horizontal presses powered by steam engines replaced traditional three-roller mills driven by the natural forces of water, wind, and animals.",1,0,0,0,0,416
e,261,sn.48.4.02_nonotes.txt,"The other important factor in Kundera’s use of language is humor, the element of his work that Kundera feels is most misunderstood.",0,1,0,0,0,417
b,312,asr.2016.81.3.549_nonotes.txt,"Lower income inequality among single-person households, compared to inequality between single-person and married households, accounts in part for their lower levels of segregation.",0,1,0,0,0,418
b,174,ahr.2016.121.2.403_nonotes.txt,"The , or so images in the John Carter Brown Library’s Archive of Early American Images provide a rough index of the two staples’ relative importance for illustration: the collection includes about a dozen images of indigo production and more than one hundred images of sugar.",1,0,0,0,0,419
b,213,sn.48.3.02_nonotes.txt,"For Marx and Engels, secular magic was a useful metaphor for intellectual and rhetorical dishonesty.",0,1,0,0,0,420
e,312,asr.2016.81.2.316_nonotes.txt,"Thus, these models measure the effects of legal cynicism on insurgent attacks on U.S.",1,0,0,0,0,421
b,249,asr.2016.81.6.1276_nonotes.txt,The life course principle of time and space emphasizes how individual lives unfold in the context of broader trends and events.,1,0,0,0,0,422
b,201,pmla.2016.131.3.668_nonotes.txt,"Where forms establish abstract shaping patterns that can be creatively reinterpreted, a text's medium carries particular kinds of prestige that subtly underwrite that interpretive activity.",0,1,0,0,0,423
e,318,asr.2016.81.2.215_nonotes.txt,"Yet our work also demonstrates that different orientations toward atypicality are linked to audience members’ orientations toward variety, irrespective of role differentiation.",0,1,0,0,0,424
b,201,pmla.2016.131.3.668_nonotes.txt,"We typically associate this construction, sometimes called Protestant Buddhism or Buddhist modernism, with contemporary Western self-help culture, but, in reality, it emerged as a kind of hybrid formation from the Victorian colonial encounter in Ceylon.",0,1,0,0,0,425
b,126,ahr.2016.121.4.1114_nonotes.txt,"If we extend “speaking” to mean conveying information more generally, then a forest of meaning-laden trees reveals itself wherever we look in the cultural history of the nineteenth-century U.S.",0,1,0,0,0,426
b,324,asr.2016.81.2.396_nonotes.txt,This is akin to the mechanism involved in the stigmatization of individuals.,1,0,0,0,0,427
b,240,ci.42.2.683453_nonotes.txt,This approach is what we typically think of as close reading.,1,0,0,0,0,428
b,312,ahr.2016.121.2.377_nonotes.txt,"First, beginning in the late YEARs, the time cost of accessing secondary texts located by title or topic dropped precipitously, as JSTOR and publishers’ initiatives made large swaths of scholarship accessible via web-based metadata search.",0,1,0,0,0,429
b,222,modernismmodernity.2016.23.1.89_nonotes.txt,"Wiener coined ""cybernetics"" by adapting the Greek term ""kuberne- te- s""-meaning ""steersman"" or ""governor.""",1,0,0,0,0,430
b,306,asr.2016.81.1.190_nonotes.txt,"In the framework presented here, effective state building during internal war is heavily contingent on insurgent taxing activity.",0,1,0,0,0,431
e,183,ahr.2016.121.2.492_nonotes.txt,"Both the UHF and the DBA discovered that it is exceedingly difficult, and perhaps impossible, to direct a community’s political life in the ways that planners originally intended.",0,1,0,0,0,432
e,204,nlh.47.2.631300_nonotes.txt,"A strange grammatical construction, no doubt, but the very one that lays out the rules, and that the word passion refers to: to be taken/to allow oneself to be taken by whatever arises in the midst of experiencing things.",1,0,0,0,0,433
b,204,nlh.47.2.631300_nonotes.txt,"Music is a network of crisscrossing mediations, the production of a disappearing object, and is always being remade through the artist’s performance or amateur activity; it has been most suggestive in forging unusual pathways with technical objects that ANT has allowed us see differently.",0,1,0,0,0,434
e,246,sn.48.4.04_nonotes.txt,"This essentialist attitude naturally leads to the exclusion of minority languages from school curricula and the creation of monolingual literary canons and anthologies that fail to represent the multicultural, multilingual realities of the states.",0,1,0,0,0,435
b,225,sn.48.2.05_nonotes.txt,"Set on a fall Monday in YEAR, the prologue races backward through the case, calling up the initial rumors of disappearances, the insufficient “official” response, the rise and fracture of citizen organizations, the arrest and conviction of Wayne Williams, and the reach for immediate closure that, this account attests, ignored lingering questions, persistent fears, and more missing kids.",1,0,0,0,0,436
b,186,pmla.2016.131.3.652_nonotes.txt,Nor does her reading reveal how the tribal nation form—and its provocative extensions of kinship to and with nonhuman beings—works effectively to narrate nonstatist possibilities while also producing a clearly anticolonial imaginary.,1,0,0,0,0,437
e,174,ahr.2016.121.2.403_nonotes.txt,"And in defiance of abolitionism elsewhere, mid-nineteenth-century Cuba’s sugar planters visually advertised their global economic predominance with hyper-technological images of factories requiring only minuscule inputs of enslaved labor.",0,1,0,0,0,438
b,216,sn.48.1.02_nonotes.txt,"The initial peek reveals only a rusted gate, choked with weeds, but the narrator suggests that by looking through “we can see the house well enough” .",1,0,0,0,0,439
e,288,asr.2016.81.5.1039_nonotes.txt,"Our findings lend support for this argument, but only indirectly, by revealing once again the affinity between government reforms and fluctuations in racial gaps after the Civil Rights Act and in the new millennium.",0,1,0,0,0,440
e,285,pmla.2016.131.5.1284_nonotes.txt,"If it seems that Mene has no choice but to adopt Manmuswak's mercenary identity as his own, the picaresque autobiography nevertheless affords the vernacular narrator a virtual way out of the war zone.",1,0,0,0,0,441
b,171,sr.55.2.05_nonotes.txt,"Such reviews decimated sales of Poems, but they also ""nearly destroyed Wordsworth's reputation.""",0,1,0,0,0,442
b,300,nlh.47.1.626114_nonotes.txt,Those whose ideas strike us as useful we hail as geniuses.,0,1,0,0,0,443
e,219,nlh.47.2.631304_nonotes.txt,We do not represent any point of culmination in the story of the planet.,1,0,0,0,0,444
b,318,asr.2016.81.2.215_nonotes.txt,"Consider, for example, a music aficionado who likes a variety of genres—the typical protagonist in research on cultural omnivorousness—including classical baroque and electronic music.",1,0,0,0,0,445
e,162,ahr.2016.121.2.461_nonotes.txt,"Recasting the terms of this entangled history should give us a better grasp of how kinetic-visual systems work, what they reveal about Native American oratorical and sociocultural patterns, and how they shaped the linguistic and cultural encounter with Europe.",0,1,0,0,0,446
b,312,asr.2016.81.3.549_nonotes.txt,More is known about the segregation of children between schools than between neighborhoods.,0,1,0,0,0,447
e,282,nlh.47.2.631305_nonotes.txt,The world has to take sides.,0,1,0,0,0,448
b,243,asr.2016.81.4.771_nonotes.txt,"Most coproduction research studies domestic agents, but I look beyond the territorial nation-state to reveal how migrant and political actors organize service provision across the transnational public–private divide.",1,0,0,0,0,449
b,222,modernismmodernity.2016.23.1.89_nonotes.txt,I contend that Wiener's theories have important implications for the work of modernist scholarship: his concepts of cybernetic feedback loops and mechanical learning enable a new understanding of modernists' intense preoccupation with information culture.,0,1,1,0,0,450
b,255,nlh.47.4.643670_nonotes.txt,Only once the anatomy was under way was the body identified; it was hastily sent back to the graveyard for reburial.,1,0,0,0,0,451
b,147,modernismmodernity.2016.23.3.593_nonotes.txt,"But the fascist warrior-dandy is the only subject capable of both surviving and relishing war's ""dreamt of metallization of the human body.""",0,1,0,0,0,452
e,282,pmla.2016.131.5.1239_nonotes.txt,"The subtle differences that emerge among the translations suggest that this dimension of language— what we presume we can presume upon—has a tendency to become ill-fitting (or, following Benjamin, more capacious) in translation.",0,1,0,0,0,453
b,321,asr.2016.81.4.800_nonotes.txt,The first of these mechanisms concerns intergroup attitudes.,1,0,0,0,0,454
b,180,nlh.47.4.643669_nonotes.txt,"Where a scientific object requires a process of abstraction to come into existence, a literary object, the New Critics contended, resists such abstraction and requires a mode of perception in which each element of a work is seen in relation to the others—a way of perceiving that is sometimes called concrete, in the sense of everything-together.",0,1,0,1,0,455
b,306,asr.2016.81.1.190_nonotes.txt,"For the state, the costs of allowing war to advance can exceed the costs of encroaching on the elite.",1,0,0,0,0,456
b,183,sn.48.1.04_nonotes.txt,"Edna Ferber, the “well-dressed lady novelist” (Nichols)—a delineation which she courted but also disdained—was “interesting” (Prescott); Edna Ferber was “a historical painter” (Woods); Edna Ferber was “brilliant” (Barkham), according to writers in the country’s most widely circulated periodicals.",1,0,0,0,0,457
b,357,pmla.2016.131.1.20_nonotes.txt,"It links to Roman Jakobson's account of realism, consisting primarily of metonymic digressions along a horizontal surface from plot to characters and setting and back again.",1,0,0,0,0,458
b,219,modernismmodernity.2016.23.2.277_nonotes.txt,"During the war, reviews of the work in collaborationist journals were enthusiastic, indicating that despite the space Anouilh may have allotted to other voices, the play as a whole persuasively justified Creon's position.",1,0,0,0,0,459
e,285,pmla.2016.131.5.1284_nonotes.txt,"Although a narrator employing the vernacular tongue of his region, Mene has no concrete storytelling situation: he borrows epistolary conventions but does not know his addressees.",1,0,0,0,0,460
b,246,sn.48.4.04_nonotes.txt,"Having written several novels in Kurdish, Uzun began to write his next novel Hawara Dicleye (The Cry of Dicle, YEAR) in his native Kurdish while simultaneously translating it into Turkish, an act signaling Uzun’s departure from nationalist literature: rather than trying solely to save Kurdish, he opens up “a dialogue between languages” because for him, “writing in Kurdish also enriches Turkey and the Turkish language” (Nas ).",1,0,0,0,0,461
b,237,sr.55.4.01_nonotes.txt,"These are the chief influences on the defense of modern poetry's consolatory office that ""Nightingale"" finally hazards.",1,0,0,0,0,462
e,354,asr.2016.81.4.617_nonotes.txt,"Within firms, was fraudulent behavior the result of managerial edicts or oversights?",1,0,0,0,0,463
b,240,ci.42.4.686945_nonotes.txt,"Within a year, a rash of spirit-rappings seized the region.",1,0,0,0,0,464
b,282,pmla.2016.131.5.1239_nonotes.txt,Bâ's worry that the African writer might be at a linguistic distance from the audience is largely forgotten.,1,0,0,0,0,465
b,324,asr.2016.81.2.396_nonotes.txt,"Relevance, in turn, is assessed according to measures such as similarity with the organization associated with negative information.",1,0,0,0,0,466
b,258,pmla.2016.131.2.289_nonotes.txt,"And, most centrally, what do texts do when they communicate knowledge?",1,0,0,0,0,467
b,297,asr.2016.81.4.668_nonotes.txt,"In class analysis, divisions of this kind have been the subject of long-standing debate, from Wrightian (Wright and Wright YEAR) concerns about types of assets to the Bourdieusian (YEAR) divide between dominant occupations situated at different ends of the capital composition axis.",1,0,0,0,0,468
b,177,ci.43.1.688292_nonotes.txt,"At the close of book , for example, Satan, freshly out of Hell and tumbling through the vast vacuity of Chaos, comes finally within sight of the created universe.",1,0,0,0,0,469
b,216,modernismmodernity.2016.23.2.403_nonotes.txt,"""It was not a time for publishing books,"" the bibliographer notes, not least because paper had been such a luxury throughout a large part of the nineteenth century.",1,0,0,0,0,470
b,255,nlh.47.4.643668_nonotes.txt,Fathoming the stakes of this dissidence for understanding the poetics of solace means not merely salvaging description as a neglected kingpin of writerly charisma or flair.,0,1,0,0,0,471
